artist,ontour,listeners,playcount
Teuterekordz,0,15794,690423
Jaill,0,50558,768993
Die Toten Hosen,0,476476,29485944
Herbert Grönemeyer,0,323336,6583787
Juli,0,327085,6090331
Alligatoah,1,172792,12030162
Peter Schilling,0,404957,3483733
Deine Cousine,1,9734,160657
Goitzsche Front,0,7104,152769
Frei.Wild,0,57481,6199668
Querox,0,24325,189188
AYLIVA,0,75682,4542902
Felix Jaehn,0,738065,9512446
BHZ,0,62123,3885553
Cr7z,0,11037,654798
Megaloh,0,31602,755426
Nizi19,0,21742,1200352
JPD,0,5253,57717
Disarstar,0,32424,1311573
Brous One,0,81157,508111
Ion Miles,0,44197,1065504
Ra'is,0,17351,386617
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Samo104,0,19848,459940
Lumaraa,0,4456,74354
Schwesta Ewa,0,23652,405544
Disarstar,0,32424,1311573
TM,0,38588,643243
Coach Bennet,0,6308,97919
Beyazz,0,48085,3624195
Kontra K,1,111421,7043623
GReeeN,0,47123,2163477
Zate,0,7375,329774
Jennifer Rostock,0,109977,5805469
Megaloh,0,31602,755426
Heinz Rudolf Kunze,0,96734,1015995
The BossHoss,0,201381,4535357
Eno,0,78959,1523066
Ufo361,0,294251,23789796
toksi,0,9291,55487
Edin,0,10971,67094
Lugatti,0,11521,333556
Sido,0,340619,13193743
Akuma,0,16236,203673
LUVRE47,0,21846,649723
Big Pat,0,13082,194222
BHZ,0,62123,3885553
Zate,0,7375,329774
NAVACHA,0,5350,146652
Emily Roberts,0,13522,78365
Zaunpfahl,0,59177,1322343
102 Boyz,0,40717,1626905
Edo Saiya,0,34026,5128457
SANITO,0,6428,106679
Ion Miles,0,44197,1065504
BHZ,0,62123,3885553
Dame,0,65273,2599622
Cosmic Gate,1,433768,6207468
Cosmic Gate,1,433768,6207468
Sharaktah,0,9959,237336
Pink Katana,0,9880,368279
Beatsteaks,1,469409,20438321
Broilers,0,109879,7084786
Nena,0,1224944,11827338
NyoMii,0,2302,7754
Dj T.H.,0,15471,100451
Kwam.E,1,45834,1785079
Nizi19,0,21742,1200352
Xam651,0,10050,332332
Kollegah,0,117970,18176735
Musso,0,22084,1500946
Dekker,0,94366,969195
Schwesta Ewa,0,23652,405544
Vega,0,170568,4592909
badmómzjay,1,50643,1477940
Kraftklub,0,209600,11404355
OG Keemo,1,55202,5484033
Marteria,0,246045,7673602
YFG Pave,0,23042,708438
Julien Bam,0,32146,1236915
Johannes Brahms,0,1421333,17915093
Slime,1,113344,2056358
Hans Söllner,1,51800,1216333
Funny Van Dannen,0,72733,2706382
Feine Sahne Fischfilet,1,53649,2683079
Sean Finn,0,98300,510383
Sean Finn,0,98300,510383
Unantastbar,0,10163,433851
Neelix,0,147035,2794744
VIZE,0,264131,3790240
Genetikk,0,86185,4894911
PAVLO,0,25909,191207
Lorenzo Di Martino,0,289,5000
Lord Folter,0,23092,423008
FFRAGEZEICHEN,0,5061,123743
Fynn Kliemann,0,43881,1886269
negatiiv OG,0,17302,1274103
Tom Twers,0,19940,429345
1019,0,15612,620275
MC Bomber,1,17201,774758
House Rockerz,0,26148,162051
Deichkind,0,389997,13548221
makko,0,69891,5752562
Reinhard Mey,0,117317,2144355
Majoe,0,22273,618236
Dame,0,65273,2599622
Teuterekordz,0,15794,690423
Paul Gerlinger,0,7277,55359
Sean Finn,0,98300,510383
Sean Finn,0,98300,510383
York,0,230318,1692319
Sean Finn,0,98300,510383
Sean Finn,0,98300,510383
Sean Finn,0,98300,510383
Sean Finn,0,98300,510383
Kapelle Petra,0,18183,479598
Blinded Hearts,0,35909,158803
Boris Brejcha,1,279253,6268909
Silla,0,18448,465674
Tarek K.I.Z,0,24000,725445
Neptunica,1,144901,1844542
Ami Warning,0,10936,90087
Zate,0,7375,329774
Xam651,0,10050,332332
Lugatti & 9ine,0,30351,1889462
Emilio,0,52256,906881
Sero,0,24162,371887
Nullzweizwei,0,14690,313472
FIL BO RIVA,1,96200,1279577
Sharaktah,0,9959,237336
K-Fly,0,6464,67407
Johann Pachelbel,0,806877,5309117
Bount,0,7184,211626
Lakmann,0,7710,175641
Perl,0,4889,19957
CedMusic,0,4734,123400
Johann Sebastian Bach,0,2366922,91121399
102 Boyz,0,40717,1626905
Wizo,1,181219,5620227
Elen,0,9924,98625
Brings,0,57914,869625
Rantanplan,1,77513,1677537
SNAP!,1,809221,5286709
Marcus Layton,0,125709,648642
KazOnDaBeat,0,21181,524656
Paula Hartmann,1,42131,2438243
Monet192,0,34788,1029268
Bonfire,1,112390,1822332
Keule,0,15267,232015
ENNIO,0,42400,1624050
PEPO,0,5200,75543
Edo Saiya,0,34026,5128457
LX,0,61954,1986909
STANOVSKY,0,7058,57749
Vega,0,170568,4592909
The Disco Boys,0,230600,1587126
Fard,0,40995,1489266
Vanessa Mai,0,25271,399363
The Disco Boys,0,230600,1587126
Artefuckt,0,7232,161701
The Disco Boys,0,230600,1587126
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Topic,0,479521,5402758
Talla 2XLC,0,116945,976990
Zate,0,7375,329774
MAJAN,0,43048,1282624
Ski Aggu,1,235773,9742506
Zate,0,7375,329774
KASIMIR1441,0,43903,1752331
Alex M.O.R.P.H.,0,164184,1832330
Mo-Torres,0,8383,162399
K-Fly,0,6464,67407
Harold Faltermeyer,0,404484,2864341
Marsimoto,0,93235,3457890
Mike Singer,0,28792,425843
Bosse,1,192551,5565670
selfyy,0,13165,308230
Betterov,1,30995,900415
Skeez,0,14627,138834
Pascow,0,34160,2268126
Element Of Crime,1,170567,6019438
"Lukas, Der Rapper",0,6987,118404
George Frideric Handel,0,455124,5564698
Johann Sebastian Bach,0,2366922,91121399
Tasha Cobbs Leonard,0,36824,471921
DJ Matheus Lazaretti,0,5289,27941
Diego Karter,0,3654,18782
Jéssica Augusto,0,2716,30752
Fred Arrais,0,4951,42468
Projeto Vida Nova de Irajá,0,1672,13126
Marina De Oliveira,0,2981,46145
Cassiane,0,39481,922272
Bishop Larry Trotter,0,1678,11355
Mauro Henrique,0,11855,205087
Fernandinho,0,71323,2077498
Waguinho,0,18048,75106
Oficina G3 e Roberto Diamanso,0,2478,17611
J Neto,0,4749,65772
Adhemar De Campos,0,12969,145353
Daniela Araújo,0,19873,693714
Mattos Nascimento,0,7599,95346
André e Felipe,0,20055,150821
Cassiane e Jairinho,0,3249,28275
Novo Som,0,13261,184827
Ministério Nova Jerusalém,0,3000,24245
Tonny Sabetta,0,814,3773
Projeto Norte,0,4107,41191
Marine Friesen,0,8401,70209
Gabriela Gomes,0,28371,221122
ELESDOIS,0,2750,27858
Daniela Araújo,0,19873,693714
Stella Laura,0,10555,82267
Fernanda Brum,0,46060,1764884
Quatro por Um,0,18669,267083
Elaine de Jesus,0,8852,161259
Lydia Moisés,0,1664,24180
Valesca Mayssa,0,21200,269809
Jéssica Augusto,0,2716,30752
Toque no Altar,0,29770,323865
Luma Elpidio,0,26617,307948
Ministério Nova Jerusalém,0,3000,24245
Ludmila Ferber,0,23792,339670
Gabriela Gomes,0,28371,221122
Bruna Karla,0,58231,927298
Trio Alexandre,0,741,3582
Bruna Karla,0,58231,927298
Hillsong Em Português,0,9430,167626
Cassiane,0,39481,922272
André e Felipe,0,20055,150821
Régis Danese,0,25581,149511
Pregador Luo,0,18306,301234
Delino Marçal,0,16378,95272
Jozyanne,0,8347,105147
Gabi Sampaio,0,8819,81198
Cristo Vivo,0,5132,38154
Valesca Mayssa,0,21200,269809
Asaph Borba,0,5495,61821
Fernandinho,0,71323,2077498
Midian Lima,0,30707,349212
DJ PV,0,13254,158343
Suellen Brum,0,1016,6323
Mauro Henrique,0,11855,205087
Arianne,0,190258,2965361
Esther Marcos,0,1842,11478
Marcos Freire,0,9711,66769
Leandro Borges,0,27787,316372
Giselli Cristina,0,13030,74820
Casa Worship,0,49476,669742
Gabriel Guedes de Almeida,0,31287,622565
Rodolfo Abrantes,0,24188,871081
Preto no Branco,0,54613,641122
Matheus Balo,0,1091,4075
Central 3,0,14617,241278
Coral Vozes Guerreiras,0,50393,316960
Clayton Queiroz,0,1186,5571
Central 3,0,14617,241278
Stella Laura,0,10555,82267
Misaias Oliveira,0,3468,23369
Elaine Martins,0,17625,185988
Alda Célia,0,5970,49004
Vitória Souza,0,4957,35950
Resgate,0,12476,720583
Valesca Mayssa,0,21200,269809
Os Levitas,0,987,6174
Mara Lima,0,5635,83505
DJ PV,0,13254,158343
Sérgio Lopes,0,9157,194121
Cristina Mel,0,17031,195996
Cristina Mel,0,17031,195996
Gabriel Brito,0,16575,178674
Marcos Freire,0,9711,66769
Stella Laura,0,10555,82267
Os Arrais,0,19793,866305
Além do Véu,0,989,8396
Daniel e Samuel,0,1852,22933
Elias Silva,0,2583,21847
Arena Louvor,0,950,12633
Fernandinho,0,71323,2077498
Vanilda Bordieri,0,3786,65486
Amanda Loyola,0,3632,30741
Paulo Cesar Baruk,0,21087,386595
Leandro Borges,0,27787,316372
Denise Cerqueira,0,2648,19430
Pedro Henrique,0,9106,89142
Rachel Novaes,0,4417,42832
Andrea Fontes,0,3362,27782
Salzband,0,8772,185851
Sue Dodge,0,2049,14123
Paola Carla,0,886,4068
Dunamis Music,0,13567,326148
Eli Soares,0,33280,640384
Vitória Souza,0,4957,35950
Fernanda Brum E Eyshila,0,2991,33111
Régis Danese,0,25581,149511
Henrique Cerqueira,0,5959,60012
Pregador Luo,0,18306,301234
Pr. Lucas,0,11858,96118
Amanda Wanessa,0,5228,39978
Wilian Nascimento,0,4212,31682
Eliane Silva,0,2080,24509
Sarah Farias,0,8554,99164
Eli Soares,0,33280,640384
Raquel Mello,0,5327,28877
Eliã Oliveira,0,4801,82165
GV3,0,2154,18627
Paulo Nazareth,0,6343,108774
Central 3,0,14617,241278
Katsbarnea,0,3141,56039
Michelle Nascimento,0,3764,50557
Rebeca Carvalho,0,5801,44046
André Valadão,0,32900,487510
Esther Marcos,0,1842,11478
André e Felipe,0,20055,150821
Delino Marçal,0,16378,95272
Nathália Braga,0,6851,50881
Casa Worship,0,49476,669742
Trio Nascimento,0,851,6076
Sarah Farias,0,8554,99164
Bruna Olly,0,6220,41324
Purples,0,6851,154618
Eli Soares,0,33280,640384
Daniel & Samuel,0,2858,30655
Vanessa Bell Armstrong,0,25598,210016
Alex e Alex,0,1595,11891
Projeto Norte,0,4107,41191
DJ Roger Vale,0,1833,9021
Julia Vitória,0,31770,418933
Clayton Queiroz,0,1186,5571
Anderson Rangel,0,732,2995
Beatriz,0,4239,30844
Régis Danese,0,25581,149511
Thays Calzavara,0,96,245
Diante do Trono,0,51545,2463894
Central 3,0,14617,241278
Cassiane,0,39481,922272
Rodolfo Abrantes,0,24188,871081
Canções Para Curar,0,1286,3275
Eli Soares,0,33280,640384
Filhos Do Homem,0,5067,98036
Resgate,0,12476,720583
Crianças Diante do Trono,0,14901,214947
Ton Carfi,0,26469,223910
Ednaldo Mendes,0,459,2394
Pr. Júlio Ribeiro,0,1702,12460
A Vida Music,0,353,917
Netto,0,5252,23903
Dunamis Music,0,13567,326148
PG,0,27753,364439
Suellen Lima,0,2868,35543
Jairo Bonfim,0,2614,23762
Netto,0,5252,23903
Vanilda Bordieri,0,3786,65486
Canção & Louvor,0,8748,160285
Theo Rubia,0,24022,281539
Ministério Vineyard,0,12541,185484
Casa Worship,0,49476,669742
Eli Soares,0,33280,640384
Paulo Cesar Baruk,0,21087,386595
Ozéias de Paula,0,4073,63339
Daniel & Samuel,0,2858,30655
Anderson Freire,0,46474,688012
Liz Lanne,0,1578,15732
Valdeci Aguiar,0,567,2983
Dunamis Music,0,13567,326148
Fred Arrais,0,4951,42468
Kemilly Santos,0,11117,97341
Coral Palestrina,0,4642,41514
João Alexandre,0,5654,170317
Kierra Sheard,0,30190,281326
Rachel Novaes,0,4417,42832
Rayssa e Ravel,0,2743,32054
Fernandinho,0,71323,2077498
Preto no Branco,0,54613,641122
Rosa de Saron,0,59330,3080324
Fernandinho,0,71323,2077498
Mariana Valadão,0,9736,159943
Pietri,0,3394,20225
Isaias Saad,0,46116,635096
Ronaldo Bezerra,0,3443,25222
Jozyanne,0,8347,105147
Marcelo Markes,0,22103,225338
Rachel Novaes,0,4417,42832
Arianne,0,190258,2965361
Adhemar De Campos,0,12969,145353
Elaine de Jesus,0,8852,161259
Guy Penrod,0,9647,116799
Mauro Henrique,0,11855,205087
Crystal Aikin,0,4106,26017
Dunamis Music,0,13567,326148
Dunamis Music,0,13567,326148
Thaiane Seghetto,0,5780,41496
Fruto Sagrado,0,6951,278155
Central 3,0,14617,241278
Ministério Adoração e Vida,0,15125,263360
Pr. Rodrigo Soeiro,0,758,5472
Novo Som,0,13261,184827
Megafone,0,2713,63694
Ministério Koinonya de Louvor,0,5786,65851
Isaias Saad,0,46116,635096
Wilian Nascimento,0,4212,31682
Além do Véu,0,989,8396
Gerusa Barros,0,416,2672
Preto no Branco,0,54613,641122
Vanilda Bordieri,0,3786,65486
Weslei Santos,0,4716,41204
Amanda Wanessa,0,5228,39978
André e Felipe,0,20055,150821
Junior,0,102966,817078
Within Temptation,1,1250812,89592577
Håkan Hellström,1,306776,21004361
She Past Away,1,181544,5208532
Akin Jensen,0,907,8177
The Chameleons,1,453573,10701093
Amaranthe,1,321616,22636673
Nightwish,0,1622484,156169199
Shamrain,0,70403,2055291
Aden x Asme,0,14876,709595
Lani Mo,0,8226,86449
Timo Räisänen,0,93063,2218642
Jonas Lundqvist,0,18384,446259
Adoo,0,9468,50496
Terra,1,44329,991067
HIM,0,1321005,78566985
buller,0,3879,153480
Timo Räisänen,0,93063,2218642
Skeletal Family,0,142278,1763661
New Model Army,1,213064,6599535
Marti West,0,21872,102443
Arvid Lundquist,0,2944,25880
Arvid Nero,0,8712,66447
The Plan,0,53857,513756
The Bolshoi,0,68520,868415
Slowgold,0,21562,435987
Hofmästarn,0,6141,92173
Tommy Tip,0,2885,22208
Steget,1,15358,289600
The Pine Box Boys,0,19268,262012
Black Eyed Vermillion,0,4991,79295
Roffe Ruff,0,10413,666869
Broder Daniel,0,162759,4451675
Cyhra,0,48324,1060015
Parham,0,15122,366474
Traitrs,1,155035,1946635
Petrus,0,4774,67400
Vlad in Tears,0,4734,44266
Hofmästarn,0,6141,92173
Hästpojken,0,40392,1734548
Ash Code,0,49376,611374
Vision Video,1,55967,900059
The Gathering,1,392083,21732777
Bad Cash Quartet,0,68507,746603
HammerFall,1,653003,30991411
Håkan Hellström,1,306776,21004361
The .357 STring Band,0,31791,543317
Anabantha,0,27482,907248
The Ghastly Ones,0,77373,759267
Honky Tonk Hustlas,0,4177,48745
Little Dragon,0,1186004,29026676
Huset,0,2451,24955
Within Temptation,1,1250812,89592577
Anathema,0,657860,61760443
Icon For Hire,0,219440,7988703
Alice B,0,8140,123262
Ugly Valley Boys,0,4416,47571
Cold Cave,1,268395,5905642
The Dirt Daubers,0,13137,135041
Cortex,0,582383,8924366
obnoXIuz,0,2925,56258
Förstörda För Livet,0,3429,32565
Motorama,0,344405,12062840
The Damned,1,699840,12555103
Nayomi,0,988,3607
Josef Slunge,1,5288,84161
Aden x Asme,0,14876,709595
Within Temptation,1,1250812,89592577
Ivory,0,74426,885879
KÅRP,0,10283,116710
Ivory,0,74426,885879
buller,0,3879,153480
Pst/Q,0,10442,272915
The 69 Eyes,1,417315,17365152
We Are The Fallen,0,177470,3138060
buller,0,3879,153480
Semblant,0,27462,424565
Epica,1,650580,50341231
Angry Johnny and the Killbillies,0,9907,181575
Carrie Nation and the Speakeasy,0,3188,35824
Woodbox Gang,0,5809,55292
Unleash The Archers,1,91683,3883152
Orkan,0,4668,50381
Katatonia,1,623634,71519263
Bauhaus,0,1109042,36673701
Lacuna Coil,1,950668,48558203
ShitKid,0,94664,1019271
Vic Vem,0,3784,44938
Lani Mo,0,8226,86449
Zombina & The Skeletones,0,14401,243334
Jayke Orvis,0,9104,104687
The Knife,1,1558729,64477905
Fields Of The Nephilim,0,233835,7208943
Pink Turns Blue,1,159930,3005481
Christian Death,0,414521,10214903
Little Dragon,0,1186004,29026676
Lake Of Tears,0,179808,7201435
Parham,0,15122,366474
Brother Dege,0,109349,937664
Lacrimosa,1,295612,13591655
Aesma Daeva,0,90688,1258992
Strawberry Switchblade,0,482611,8579986
Within Temptation,1,1250812,89592577
Sirenia,0,392020,14769686
Roffe Ruff,0,10413,666869
Epica,1,650580,50341231
Lord Of The Lost,1,138680,6954248
Lilium,0,74131,845710
Jim White,0,148207,1564993
Petrus,0,4774,67400
Killing Joke,0,695026,16057434
The Coffinshakers,0,56666,1316587
Poisonblack,0,145591,5428555
Two Year Vacation,0,17954,107067
Reverend Glasseye,0,25685,289556
The Dirt Daubers,0,13137,135041
The Mission,1,278955,4879095
Spear Of Destiny,0,30733,283459
Hofmästarn,0,6141,92173
buller,0,3879,153480
Skarlett Riot,0,36304,515339
buller,0,3879,153480
Graveyard Train,0,19292,327897
Amaranthe,1,321616,22636673
The Wake,0,151868,2345858
Peter Murphy,1,265472,4914419
Roffe Ruff,0,10413,666869
Deadbolt,0,45145,759539
Black Eyed Vermillion,0,4991,79295
Gene Loves Jezebel,1,137555,1523301
Within Temptation,1,1250812,89592577
buller,0,3879,153480
Ex-Voto,0,30461,274274
Dommin,0,37304,871762
Delain,0,276578,17842707
Vic Vem,0,3784,44938
Blutengel,1,226882,14320821
Deathstars,0,319289,15496958
Christian Death,0,414521,10214903
Tarja,1,382536,17158250
24SJU,0,2318,44342
Hofmästarn,0,6141,92173
Within Temptation,1,1250812,89592577
Lani Mo,0,8226,86449
For My Pain...,1,62976,1833810
Adoo,0,9468,50496
Kamelot,1,506311,40384121
Ghoultown,0,62260,1154201
Scary Bitches,0,110624,2047554
Lords Of The New Church,0,38105,345429
Elysion,0,93260,2145591
Sunterra,0,20755,244908
Uncle Sinner,0,6856,67644
Ancient Bards,0,40069,1108149
Highlonesome,0,9833,86761
The Naked And The Dead,0,22521,217980
Angels of Liberty,0,16634,311993
Havet,0,12344,161486
Xandria,1,345530,13058697
Ambeon,0,30438,1091754
Timo Räisänen,0,93063,2218642
Vic Vem,0,3784,44938
Clan of Xymox,1,360241,9846805
Stitched Up Heart,1,44013,670146
Stream of Passion,0,177457,5031948
All About Eve,0,86790,1334441
Hapax,0,20282,255021
BF/C,0,6475,31367
Harsh Symmetry,0,49073,638897
Specimen,0,160515,1929056
Alien Sex Fiend,0,234781,3643721
After Forever,0,337448,12787784
The Soundtrack Of Our Lives,0,190778,3988251
Inkubus Sukkubus,0,149197,4067433
Theatre Of Tragedy,0,373360,14701633
Love and Rockets,0,314602,3985129
Sons of Perdition,0,18413,311689
Victor Furbacken,0,10731,35730
Mortemia,0,31135,554886
Ivory,0,74426,885879
Timo Räisänen,0,93063,2218642
The Sins Of Thy Beloved,0,54378,1506092
Visions of Atlantis,1,207433,4979526
De Brassers,0,5034,49698
Me And That Man,0,78910,1811085
Bombus,0,29092,411408
O'Death,0,79099,1276261
Penumbra,0,85385,1163934
Lonesome Wyatt and the Holy Spooks,0,18859,406252
Adoo,0,9468,50496
Atrocity,0,91433,1932242
Agnostic Mountain Gospel Choir,0,2640,16429
Saturnus,1,105079,4787020
The Wolfgang Press,1,51791,706780
Bori & Suan,0,579,2022
Allyawan,0,19816,186067
Merciful Nuns,0,15866,436643
Charon,0,174557,6260389
Arvid Nero,0,8712,66447
ReVamp,0,66960,2033566
The Leather Nun,0,17872,151257
The Dead Brothers,0,49486,836794
Mortemia,0,31135,554886
buller,0,3879,153480
Glass Spells,0,24579,135984
End of the Dream,0,14539,221608
Slim Cessna's Auto Club,0,50441,1236073
The Cemetary Girlz,1,36510,362964
Dark Sarah,0,32639,733192
The Tough Alliance,0,206026,3633206
Paralisis Permanente,0,28808,494257
Engel,0,66539,2042430
Ivory,0,74426,885879
Epica,1,650580,50341231
Flowing Tears,0,129495,2917616
The Crüxshadows,0,180777,5797850
Lacrimas Profundere,1,156766,5836966
Flesh For Lulu,0,47497,389711
Demented Scumcats,0,5613,100440
Jyrki 69,0,9593,77092
Faith And The Muse,0,127860,2801712
Gothminister,0,136919,3272173
Pst/Q,0,10442,272915
El Perro del Mar,0,363532,5381919
Draconian,0,237630,13093499
José González,1,2097095,54099853
Nox Novacula,1,11670,181341
Akin Jensen,0,907,8177
This Mortal Coil,0,406648,7948533
London After Midnight,1,341563,8517723
Håkan Hellström,1,306776,21004361
Despise You,0,49020,1859916
Antigama,0,24674,869918
Vermin Womb,1,18492,410707
Hatred Surge,0,25036,953009
Impetigo,0,49612,1183598
His Hero Is Gone,0,61504,2719016
Man Is The Bastard,0,41312,1032017
Sex Prisoner,1,28319,965431
Fluoride,0,12957,217668
Cripple Bastards,1,31862,1133803
Disfear,0,62012,2016719
Deterioration,0,15725,373735
Manger Cadavre?,1,7458,156461
Weekend Nachos,1,69043,3057986
Dropdead,1,65301,2504035
disrupt,0,104011,2590692
Haggus,1,26242,648897
Insult,0,16801,319072
Internal Rot,0,22254,582400
Soilent Green,0,59326,1026878
Cloud Rat,1,50223,1593269
Couple Skate,1,11936,185244
Terrorizer,1,136834,3574529
Magrudergrind,0,93573,4564902
Cattle Decapitation,1,195011,10949903
Archagathus,1,22426,788440
Miasmatic Necrosis,0,10848,294312
Agathocles,0,46912,2095692
No/Más,1,9692,141931
P.L.F.,0,7842,182801
Discordance Axis,0,58099,2776693
Capitalist Casualties,0,52267,1693052
Milking the Goatmachine,1,16188,808145
Trap Them,0,86561,3351190
Full Of Hell,1,133427,6235389
Narcosis,0,11592,195076
Pig Destroyer,1,219729,13278865
Sore Throat,0,22243,526839
Autopsy,0,142461,6317560
Agoraphobic Nosebleed,0,140523,4722308
Anal Cunt,0,153738,5585951
Jarhead Fertilizer,1,23193,400975
Repulsion,1,72823,2185655
Enemy Soil,0,15218,288533
Iron Lung,1,50988,1987834
Flesh Parade,1,9949,191016
Facada,1,9594,379020
The Tony Danza Tapdance Extravaganza,0,93411,3488322
Exhumed,0,96466,2861253
Gorerotted,0,30342,667849
Extreme Noise Terror,0,82972,2111460
Mortician,0,184016,6298372
Burnt By The Sun,0,41147,830325
Implore,0,9236,167644
Apartment 213,0,17267,329316
Cäbränegrä,0,6093,143623
Archagathus,1,22426,788440
Last Days Of Humanity,0,72285,4216931
Graf Orlock,0,22570,1448484
Sublime Cadaveric Decomposition,0,19335,402023
Nasum,0,121378,10312198
Phobia,0,72153,1873514
Make Them Die Slowly,0,5951,135777
Dead Infection,0,20738,925125
Squash Bowels,1,16730,492816
Fuck On the Beach,0,26041,559932
General Surgery,1,40762,905211
Regurgitate,0,59443,3086357
Bandit,1,51578,450309
The Kill,0,10388,296529
Human Remains,0,9384,196202
Aborted,1,184470,8606127
Caninus,0,16607,174204
Genghis Tron,0,116747,3674349
Cephalic Carnage,1,98982,2951908
Impaled,0,37123,886144
Gadget,1,62627,989169
Kill The Client,0,30704,662442
Total Fucking Destruction,0,20130,372975
Coldworker,0,16728,345713
Feastem,1,11692,304383
Machetazo,0,21025,516138
Desalmado,0,10274,199361
Lack Of Interest,0,23427,498857
Ground,1,10797,104069
Triac,1,12989,181818
Fukpig,0,13217,599916
Presto?,0,4605,206186
Birdflesh,0,29853,1274959
Burning Skies,0,32199,616629
Rotten Sound,1,94173,5603615
Fuck The Facts,0,35406,955455
Leng Tch'e,0,43565,1585247
The Day Everything Became Nothing,0,10463,271455
Misery Index,0,118226,4928494
Blood Duster,0,23520,788585
The Arson Project,1,7573,183995
Haemorrhage,1,44363,1726509
Japanische Kampfhörspiele,0,22186,1549911
Desalmado,0,10274,199361
Hummingbird of Death,0,8303,162521
Ed Gein,0,59592,1186779
Wormrot,1,115530,6124057
The Berzerker,0,87128,3278450
ACxDC,1,45037,1571687
Venomous Concept,0,19808,400491
Disgorge,0,56407,1746624
Death Toll 80K,0,13168,466398
Gorgasm,1,46683,1363524
ROT,0,16560,750234
Life is a Lie,0,3237,142268
Mumakil,0,23268,1022238
Kadaverficker,0,2068,29512
The County Medical Examiners,0,14584,227443
Axis Of Despair,0,1724,38305
Vomitory,0,66843,2654442
Lock Up,0,50651,1303493
Lividity,1,32606,701419
Expurgo,0,3214,108365
Tower of Rome,0,30223,636485
Brutal Truth,0,120886,3335953
Painkiller,0,59006,737042
Unholy Grave,0,29876,727486
Afgrund,0,14121,469511
Sportlov,0,6381,186989
Circle Of Dead Children,0,24859,835358
Pascal Letoublon,0,110962,1115154
